,chart_week,list_position,track_id,name_x,duration_ms,release_date,album_type,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_id,name_y,popularity,followers
212,2023-03-11,15,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
213,2023-03-11,15,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
214,2023-03-04,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
215,2023-03-04,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
216,2023-03-04,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
217,2023-03-04,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
218,2023-03-18,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
219,2023-03-18,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
220,2023-03-18,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
221,2023-03-18,19,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
222,2023-02-25,25,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
223,2023-02-25,25,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
224,2023-02-25,25,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
225,2023-02-25,25,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
226,2023-02-11,26,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
227,2023-02-11,26,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
228,2023-02-11,26,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
229,2023-02-11,26,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
230,2023-02-18,27,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
231,2023-02-18,27,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
232,2023-02-18,27,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
233,2023-02-18,27,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
234,2023-02-04,28,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
235,2023-02-04,28,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
236,2023-02-04,28,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
237,2023-02-04,28,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
238,2023-01-28,35,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
239,2023-01-28,35,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
240,2023-01-28,35,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
241,2023-01-28,35,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
242,2023-01-21,38,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
243,2023-01-21,38,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
244,2023-01-21,38,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
245,2023-01-21,38,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
246,2023-01-14,46,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
247,2023-01-14,46,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
248,2023-01-14,46,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
249,2023-01-14,46,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
250,2022-10-22,74,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
251,2022-10-22,74,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
252,2022-10-22,74,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
253,2022-10-22,74,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
254,2022-10-15,75,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
255,2022-10-15,75,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
256,2022-10-15,75,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
257,2022-10-15,75,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
258,2023-01-07,79,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
259,2023-01-07,79,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
260,2023-01-07,79,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
261,2023-01-07,79,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
262,2022-10-08,80,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
263,2022-10-08,80,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
264,2022-10-08,80,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
265,2022-10-08,80,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
266,2022-11-26,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
267,2022-11-26,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
268,2022-11-26,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
269,2022-11-26,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
270,2022-12-03,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
271,2022-12-03,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
272,2022-12-03,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
273,2022-12-03,82,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
274,2022-12-24,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
275,2022-12-24,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
276,2022-12-24,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
277,2022-12-24,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
278,2022-12-31,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
279,2022-12-31,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
280,2022-12-31,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
281,2022-12-31,83,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
282,2022-11-05,86,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
283,2022-11-05,86,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
284,2022-11-05,86,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
285,2022-11-05,86,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
286,2022-12-10,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
287,2022-12-10,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
288,2022-12-10,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
289,2022-12-10,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
290,2022-12-17,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
291,2022-12-17,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
292,2022-12-17,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
293,2022-12-17,87,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
294,2022-10-01,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
295,2022-10-01,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
296,2022-10-01,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
297,2022-10-01,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
298,2022-11-12,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
299,2022-11-12,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
300,2022-11-12,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
301,2022-11-12,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
302,2022-11-19,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
303,2022-11-19,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
304,2022-11-19,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,46pWGuE3dSwY3bMMXGBvVS,Rema,79,5470668
305,2022-11-19,88,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),239317,2022-08-25,single,False,0.801,0.806,11.0,-5.206,1.0,0.0381,0.382,0.000669,0.114,0.802,106.999,4.0,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,82,50913198
